	gene_name	PD_2	PD_4	PD_12	Control_3	Control_7	Control_11
ENSG00000178462	WDR45B	480	751	835	643	622	772
ENSG00000196230	WDR46	93	373	452	293	306	108
ENSG00000101162	WDR47	1816	3224	3451	3433	3857	1492
ENSG00000137267	WDR48	499	1224	1564	1113	1374	770
ENSG00000137285	WDR49	24	3	2	0	2	0
ENSG00000258947	WDR5	292	402	271	413	485	248
ENSG00000104833	WDR53	41	47	130	44	72	9
ENSG00000188229	WDR54	165	477	670	545	644	101
ENSG00000176014	WDR55	71	141	88	94	119	49
ENSG00000261456	WDR59	148	430	557	304	283	161
ENSG00000159247	WDR5B	443	761	1044	718	901	779
ENSG00000108423	WDR6	656	985	1176	950	1075	1078
ENSG00000074935	WDR60	218	335	498	327	528	262
ENSG00000131462	WDR61	596	1612	1793	1125	1395	326
ENSG00000037042	WDR62	12	5	1	17	1	4
ENSG00000130640	WDR63	2	17	5	4	13	10
ENSG00000126216	WDR64	8	4	2	0	1	6
ENSG00000137822	WDR66	48	4	30	7	10	10
ENSG00000275835	WDR7	1982	3584	3330	4134	4950	2634
ENSG00000128159	WDR70	91	295	362	249	355	149
ENSG00000178952	WDR72	10	18	100	0	1	1
ENSG00000143367	WDR73	110	231	279	254	360	86
ENSG00000253352	WDR74	243	701	492	529	618	228
ENSG00000112041	WDR75	259	512	602	465	607	236
ENSG00000104804	WDR76	12	7	7	0	1	6
ENSG00000078246	WDR77	363	733	1159	923	1283	287
ENSG00000130338	WDR78	24	108	37	88	121	8
ENSG00000250366	WDR81	45	59	46	74	54	93
ENSG00000198680	WDR82	739	1056	1295	922	1167	1151
ENSG00000114383	WDR83	478	879	1083	953	1060	226
ENSG00000104723	WDR83OS	1396	2445	3724	2520	2887	701
None	WDR86	3	5	0	2	0	13
ENSG00000243197	WDR86-AS1	0	1	0	0	0	0
ENSG00000237361	WDR87	6	10	12	5	0	6
ENSG00000149016	WDR88	3	6	8	3	4	0
ENSG00000166676	WDR89	31	98	79	94	116	32
ENSG00000171928	WDR90	8	29	3	3	9	34
ENSG00000175106	WDR91	100	118	161	107	80	47
ENSG00000259024	WDR92	37	113	122	116	86	60
ENSG00000171928	WDR93	2	4	1	0	2	8
ENSG00000175106	WDSUB1	191	296	394	255	288	172
ENSG00000259024	WDTC1	97	79	151	120	102	111
ENSG00000151239	WDYHV1	148	413	308	390	336	162
ENSG00000247596	WEE1	76	192	261	216	239	77
ENSG00000122691	WEE2	2	2	4	5	0	0
ENSG00000233608	WEE2-AS1	3	5	0	4	0	4
None	WFDC1	27	0	63	103	80	9
ENSG00000128791	WFDC10A	1	0	0	0	0	0
ENSG00000074966	WFDC10B	0	0	0	0	3	0
ENSG00000084652	WFDC11	0	0	3	0	0	0
ENSG00000164440	WFDC12	4	3	0	0	0	1
ENSG00000086712	WFDC13	1	0	0	0	0	0
ENSG00000131002	WFDC2	50	85	178	127	63	70
ENSG00000291033	WFDC21P	1	0	0	4	0	0
ENSG00000136810	WFDC3	14	4	35	25	22	13
ENSG00000100348	WFDC5	0	0	0	0	0	0
ENSG00000153066	WFDC6	0	0	0	0	0	1
ENSG00000117862	WFDC8	0	0	0	0	0	1
ENSG00000228369	WFDC9	0	1	0	0	0	0
ENSG00000113621	WFIKKN1	11	2	0	0	10	3
ENSG00000087301	WFIKKN2	5	0	0	0	0	0
ENSG00000129235	WFS1	492	746	852	909	973	332
ENSG00000168454	WHAMM	98	83	121	107	134	179
ENSG00000239264	WHAMMP1	1	4	6	7	5	1
ENSG00000204193	WHAMMP2	20	36	37	26	11	13
ENSG00000115514	WHAMMP3	62	138	153	89	135	15
ENSG00000265972	WHSC1	387	657	717	731	642	463
ENSG00000091164	WHSC1L1	478	1090	1259	1036	1486	550
ENSG00000141759	WI2-2373I1.2	2	0	0	0	0	0
ENSG00000140830	WIBG	135	286	417	460	494	114
ENSG00000198431	WIF1	59	81	36	18	0	57
ENSG00000184470	WIPF1	178	74	110	89	61	113
ENSG00000197763	WIPF2	340	501	618	637	543	311
None	WIPF3	594	766	642	740	1040	758
ENSG00000105397	WIPI1	30	69	46	102	89	48
ENSG00000025708	WIPI2	410	1117	1142	1135	1100	708
ENSG00000176890	WISP1	7	4	0	0	4	3
ENSG00000176912	WISP2	4	2	0	1	4	0
ENSG00000077498	WISP3	10	8	13	8	0	8
ENSG00000092445	WIZ	55	124	221	157	122	78
ENSG00000259581	WLS	218	106	56	69	67	98
ENSG00000011600	WNK1	2189	3399	3453	3725	3740	3390
ENSG00000107165	WNK2	641	1015	1185	1228	1014	1050
ENSG00000156521	WNK3	508	679	1289	1063	1313	602
ENSG00000198874	WNK4	9	2	28	4	10	15
ENSG00000277149	WNT1	0	0	1	0	0	0
ENSG00000162623	WNT10A	17	5	39	21	40	13
ENSG00000162971	WNT10B	130	148	392	281	226	108
ENSG00000160201	WNT11	8	4	12	13	2	12
ENSG00000161265	WNT16	11	2	6	15	14	1
ENSG00000063244	WNT2	4	4	1	0	9	0
ENSG00000163714	WNT2B	45	68	58	20	67	28
ENSG00000137831	WNT3	205	244	299	840	652	333
ENSG00000117143	WNT3A	2	1	0	1	0	2
ENSG00000197355	WNT4	4	0	11	8	6	1
ENSG00000130985	WNT5A	237	635	417	277	297	129
ENSG00000126261	WNT5B	62	97	163	80	74	41
ENSG00000144744	WNT6	4	2	28	0	1	0
ENSG00000081307	WNT7A	0	0	17	1	0	1
ENSG00000221983	WNT7B	5	1	0	3	1	0
ENSG00000033178	WNT8A	0	3	0	10	0	0
None	WNT8B	2	1	0	0	0	3
ENSG00000182179	WNT9A	0	0	0	0	0	0
ENSG00000130560	WNT9B	0	0	0	0	0	0
ENSG00000134882	WRAP53	27	18	16	53	38	15
ENSG00000228889	WRAP73	39	179	293	190	205	80
ENSG00000153443	WRB	1314	3337	5189	3569	3234	1009
ENSG00000185262	WRN	82	93	148	143	155	43
ENSG00000165006	WRNIP1	674	997	884	1094	1096	589
ENSG00000246922	WSB1	985	1374	1944	1704	1902	1058
ENSG00000137073	WSB2	1914	3014	4211	5781	4479	2387
ENSG00000143569	WSCD1	193	167	369	271	255	139
ENSG00000160185	WSCD2	146	441	306	184	240	194
ENSG00000154127	WSPAR	0	1	0	0	0	0
ENSG00000170315	WT1	3	1	2	2	0	0
ENSG00000150991	WT1-AS	2	2	0	0	1	0
ENSG00000213886	WTAP	413	629	776	641	828	403
ENSG00000077721	WTAPP1	2	0	0	0	0	0
ENSG00000119048	WTH3DI	39	88	91	62	42	34
ENSG00000175063	WTIP	6	3	21	26	17	12
ENSG00000072401	WWC1	122	88	127	101	57	158
ENSG00000131508	WWC2	33	24	163	44	58	53
ENSG00000109332	WWC2-AS1	0	0	0	0	0	0
ENSG00000078967	WWC2-AS2	2	0	0	1	11	3
ENSG00000293307	WWC3	36	39	83	42	44	54
ENSG00000170142	WWOX	140	231	232	231	268	73
ENSG00000223791	WWP1	431	1066	1022	1096	1140	695
ENSG00000182247	WWP2	205	197	262	321	345	149
ENSG00000170035	WWTR1	73	43	78	56	30	97
ENSG00000233247	WWTR1-AS1	1	0	15	7	0	0
ENSG00000184182	XAB2	22	137	210	97	155	51
ENSG00000258984	XACT	0	0	0	0	0	0
ENSG00000132388	XAF1	21	28	53	1	25	5
ENSG00000184787	XAGE1B	0	0	0	0	0	0
ENSG00000186591	XAGE1E	0	0	0	0	0	0
ENSG00000103275	XAGE2	0	0	0	0	0	1
ENSG00000198833	XAGE3	3	0	4	0	0	3
ENSG00000160087	XAGE5	0	0	0	0	0	0
ENSG00000078140	XBP1	545	1085	1084	1229	1279	335
ENSG00000185651	XCL1	1	0	0	0	0	0
ENSG00000156587	XCL2	0	0	0	0	0	0
ENSG00000130725	XCR1	2	0	0	0	0	0
ENSG00000261461	XDH	4	3	3	2	0	4
ENSG00000177889	XG	6	0	7	3	0	1
ENSG00000276380	XGY2	0	0	0	0	0	0
ENSG00000175931	XIAP	896	1162	1602	1552	1788	1476
ENSG00000160714	XIRP1	0	7	0	2	0	4
ENSG00000229780	XIRP2	15	1	5	9	0	1
ENSG00000140367	XIRP2-AS1	3	3	0	0	1	1
None	XIST	2471	2	2680	1874	2	1895
ENSG00000189136	XK	362	563	598	418	471	287
ENSG00000291027	XKR3	1	0	0	0	0	0
ENSG00000259429	XKR4	61	160	352	231	264	117
ENSG00000215218	XKR5	14	1	0	0	0	1
ENSG00000107341	XKR6	53	30	62	46	43	43
ENSG00000108106	XKR7	7	0	3	2	0	2
ENSG00000077152	XKR8	14	4	4	1	15	7
ENSG00000177414	XKR9	47	51	156	93	69	10
ENSG00000244687	XKRX	2	0	0	3	0	3
ENSG00000169139	XKRY	0	0	0	0	0	0
ENSG00000104343	XKRY2	0	0	0	0	0	0
ENSG00000159202	XLOC_007697	1	2	1	0	7	0
ENSG00000114062	XLOC_008559	1	0	0	0	0	2
ENSG00000151148	XLOC_009911	0	0	0	0	0	0
ENSG00000009335	XPA	132	416	434	355	587	191
ENSG00000118420	XPC	116	282	432	223	230	161
ENSG00000110344	XPNPEP1	185	398	378	472	566	163
ENSG00000130939	XPNPEP2	7	0	2	2	0	0
ENSG00000103353	XPNPEP3	92	175	198	195	277	135
ENSG00000120942	XPO1	1028	1742	2421	1706	2002	1009
ENSG00000122042	XPO4	166	321	275	415	352	121
ENSG00000102178	XPO5	164	312	411	371	264	127
ENSG00000186150	XPO6	393	898	733	1130	888	962
ENSG00000198258	XPO7	427	786	909	833	834	476
ENSG00000138629	XPOT	646	964	1090	1135	1169	747
None	XPR1	925	1644	1832	1944	1923	1098
ENSG00000164332	XRCC1	152	147	252	125	200	77
ENSG00000118900	XRCC2	7	4	6	16	1	0
ENSG00000157741	XRCC3	9	6	0	1	0	0
ENSG00000185019	XRCC4	141	135	200	186	232	79
ENSG00000235958	XRCC5	1583	3148	3608	3137	4022	1389
ENSG00000153560	XRCC6	618	1604	1643	1821	2072	618
ENSG00000135018	XRCC6BP1	84	61	188	139	185	53
ENSG00000188021	XRCC6P5	5	4	3	7	0	4
ENSG00000175520	XRN1	182	177	311	352	281	256
ENSG00000160803	XRN2	153	532	477	313	447	140
ENSG00000175518	XRRA1	153	486	179	255	345	175
ENSG00000159459	XXYLT1	37	83	145	60	74	47
ENSG00000024048	XXYLT1-AS1	0	0	0	0	0	0
ENSG00000144357	XXYLT1-AS2	0	0	0	0	0	0
ENSG00000127481	XYLB	25	25	26	59	60	21
ENSG00000104517	XYLT1	152	216	480	360	400	187
None	XYLT2	46	80	130	112	129	65
ENSG00000012963	YAE1D1	230	209	220	248	474	104
ENSG00000165886	YAF2	637	1189	1854	1451	1789	875
ENSG00000168246	YAP1	58	41	57	15	14	29
ENSG00000108312	YARS	773	2125	2039	2252	3452	856
ENSG00000255009	YARS2	106	345	303	246	405	90
ENSG00000162191	YBEY	53	132	331	111	174	55
ENSG00000162543	YBX1	127	162	246	226	252	95
None	YBX2	13	1	0	1	0	2
ENSG00000158062	YBX3	147	151	68	121	121	69
ENSG00000173960	YBX3P1	2	1	1	2	1	2
ENSG00000215114	YDJC	105	435	736	512	478	248
ENSG00000144224	YEATS2	289	444	638	548	451	202
ENSG00000167671	YEATS4	72	248	413	294	300	234
ENSG00000163960	YES1	109	169	203	41	80	53
ENSG00000104691	YIF1A	106	228	225	118	183	26
ENSG00000214049	YIF1B	275	481	655	604	781	175
ENSG00000154277	YIPF1	268	414	683	546	540	155
None	YIPF2	130	292	293	281	385	130
ENSG00000118939	YIPF3	715	1091	1557	1655	1888	508
ENSG00000116750	YIPF4	273	520	657	512	604	252
ENSG00000130717	YIPF5	668	1214	1334	953	1380	433
ENSG00000143179	YIPF6	865	1643	1429	2074	2544	1008
ENSG00000198276	YIPF7	24	1	2	3	11	1
ENSG00000280213	YJEFN3	606	1873	2407	2040	1950	357
ENSG00000165623	YKT6	373	802	1253	1001	1576	323
ENSG00000163794	YLPM1	509	1042	1360	926	1071	357
ENSG00000145040	YME1L1	705	1016	1566	1371	1662	813
ENSG00000178473	YOD1	181	208	239	199	290	104
ENSG00000109424	YPEL1	178	234	283	142	157	168
ENSG00000175567	YPEL2	608	1395	1793	1498	1805	890
ENSG00000175564	YPEL3	2191	4137	5181	4454	4632	2304
ENSG00000151116	YPEL4	129	256	288	283	245	389
ENSG00000143222	YPEL5	1888	4671	5505	4159	6991	1573
ENSG00000070010	YRDC	211	330	425	441	505	207
ENSG00000014123	YTHDC1	449	997	1018	708	1045	363
ENSG00000120686	YTHDC2	455	1004	1529	1197	1916	635
ENSG00000176125	YTHDF1	565	746	624	1120	1091	361
ENSG00000109775	YTHDF2	414	1128	1326	1353	1548	322
None	YTHDF3	578	994	1078	994	1168	485
ENSG00000148154	YTHDF3-AS1	23	69	83	39	58	34
ENSG00000109814	YWHAB	11253	27710	32681	25345	36281	13696
ENSG00000249348	YWHAE	3080	6101	7874	6241	7374	2134
ENSG00000136731	YWHAEP1	6	8	4	11	12	11
ENSG00000102595	YWHAEP7	3	10	0	0	0	2
ENSG00000169764	YWHAG	14603	26486	33083	33073	38927	20818
ENSG00000241635	YWHAH	6653	15893	14765	12644	21125	3969
ENSG00000242515	YWHAQ	1975	2960	4296	3044	4940	1006
ENSG00000288702	YWHAZ	3483	6899	9112	9492	11622	3886
ENSG00000244474	YY1	429	586	883	614	625	531
ENSG00000288705	YY1AP1	310	583	453	696	699	331
ENSG00000167165	YY1P2	4	0	12	0	0	1
ENSG00000244122	YY2	13	24	7	27	12	8
ENSG00000242366	ZACN	81	161	138	173	239	65
ENSG00000241119	ZADH2	274	405	722	486	709	184
ENSG00000173610	ZAK	874	930	2557	2685	3660	662
ENSG00000271271	ZAN	9	4	1	0	3	5
ENSG00000135220	ZAP70	4	1	0	0	0	4
ENSG00000109181	ZAR1	70	419	442	290	549	20
ENSG00000213759	ZAR1L	0	0	0	0	0	2
ENSG00000196620	ZASP	0	0	0	0	0	0
ENSG00000197888	ZBBX	5	36	39	53	54	10
ENSG00000135226	ZBED1	168	208	328	373	449	170
ENSG00000156096	ZBED2	2	0	0	0	0	1
ENSG00000171234	ZBED3	2	14	20	7	34	8
ENSG00000145626	ZBED3-AS1	32	12	47	11	18	5
ENSG00000168671	ZBED4	91	169	75	103	160	60
ENSG00000174607	ZBED5	217	352	380	290	479	252
ENSG00000152332	ZBED5-AS1	120	197	80	157	242	54
ENSG00000276043	ZBED6	11	6	0	0	2	1
None	ZBED6CL	44	49	36	20	14	38
None	ZBED8	50	75	105	82	125	53
ENSG00000147854	ZBED9	32	133	158	145	175	43
ENSG00000087206	ZBP1	1	2	0	0	0	0
ENSG00000111981	ZBTB1	205	266	424	379	353	152
ENSG00000131015	ZBTB10	146	123	107	92	101	39
ENSG00000131019	ZBTB11	539	749	989	610	921	324
ENSG00000177169	ZBTB11-AS1	14	104	37	87	106	13
ENSG00000083290	ZBTB12	2	3	0	0	0	0
ENSG00000140474	ZBTB14	12	62	135	68	96	85
ENSG00000168038	ZBTB16	83	146	56	163	157	62
ENSG00000261279	ZBTB17	95	205	210	187	157	117
ENSG00000260128	ZBTB18	362	393	344	481	431	300
ENSG00000178081	ZBTB2	68	107	68	115	119	84
ENSG00000219545	ZBTB20	763	616	782	476	433	400
ENSG00000169344	ZBTB20-AS1	3	1	1	2	0	6
ENSG00000177398	ZBTB20-AS3	0	0	0	0	0	1
ENSG00000184385	ZBTB20-AS4	12	14	4	11	6	4
ENSG00000114491	ZBTB21	120	168	397	133	216	231
ENSG00000109103	ZBTB22	23	111	63	76	83	40
ENSG00000175970	ZBTB24	118	133	207	122	213	124
ENSG00000130477	ZBTB25	89	203	174	220	209	56
ENSG00000198722	ZBTB26	2	1	1	0	0	5
ENSG00000137766	ZBTB3	14	40	21	12	25	27
ENSG00000092929	ZBTB32	1	0	0	0	1	1
ENSG00000140553	ZBTB33	318	503	551	461	505	312
ENSG00000141161	ZBTB34	122	78	27	103	82	109
ENSG00000115446	ZBTB37	1	5	5	1	0	0
ENSG00000113763	ZBTB38	941	1634	1491	1400	1571	885
ENSG00000107731	ZBTB39	30	56	24	48	57	67
ENSG00000237512	ZBTB4	753	1361	1723	1527	1692	1388
ENSG00000182168	ZBTB40	75	190	98	113	168	82
ENSG00000124602	ZBTB41	666	1197	1328	1364	1516	986
ENSG00000156687	ZBTB42	0	4	6	2	7	2
ENSG00000133958	ZBTB43	213	381	696	461	490	266
ENSG00000144406	ZBTB44	459	1272	1577	1332	1616	1035
ENSG00000112494	ZBTB45	46	80	90	138	92	89
ENSG00000110057	ZBTB46	31	31	97	21	23	17
ENSG00000164853	ZBTB46-AS1	2	1	0	0	0	0
ENSG00000076248	ZBTB47	97	142	138	115	92	127
ENSG00000132478	ZBTB48	39	54	53	63	113	37
ENSG00000059145	ZBTB49	27	13	33	26	44	12
None	ZBTB5	50	131	74	59	92	43
ENSG00000240520	ZBTB6	52	77	85	79	127	75
ENSG00000100024	ZBTB7A	223	471	396	454	470	516
ENSG00000005007	ZBTB7B	19	33	8	44	26	2
ENSG00000151461	ZBTB7C	33	76	25	6	4	25
ENSG00000169062	ZBTB8A	28	36	47	23	27	15
ENSG00000125351	ZBTB8B	1	6	37	1	8	11
ENSG00000105668	ZBTB8OS	262	407	517	348	443	127
ENSG00000226510	ZBTB9	36	72	129	93	119	41
ENSG00000114638	ZC2HC1A	858	1862	2290	1816	2024	553
ENSG00000110375	ZC2HC1B	2	2	0	0	0	0
ENSG00000100373	ZC2HC1C	48	91	196	84	83	39
ENSG00000243566	ZC3H10	10	21	21	34	26	3
None	ZC3H11A	247	641	650	496	561	291
ENSG00000183696	ZC3H12A	12	4	0	0	2	0
ENSG00000007001	ZC3H12B	150	172	449	167	286	128
ENSG00000094841	ZC3H12C	144	164	157	204	221	96
ENSG00000101019	ZC3H12D	3	5	4	5	10	3
ENSG00000137288	ZC3H13	338	1017	1195	977	1207	536
ENSG00000204922	ZC3H14	444	646	1058	776	894	337
ENSG00000184076	ZC3H15	1352	4038	6045	4290	6393	1868
ENSG00000127540	ZC3H18	31	102	58	118	135	82
ENSG00000156467	ZC3H3	44	97	56	182	95	76
ENSG00000237748	ZC3H4	119	136	112	156	137	160
ENSG00000010256	ZC3H6	214	323	384	235	315	220
ENSG00000140740	ZC3H7A	216	609	730	543	836	383
ENSG00000169021	ZC3H7B	92	100	62	96	80	129
ENSG00000173660	ZC3H8	108	593	619	429	590	158
ENSG00000233954	ZC3HAV1	334	346	355	170	168	128
ENSG00000164405	ZC3HAV1L	5	13	21	24	15	0
ENSG00000183463	ZC3HC1	128	324	315	282	272	129
ENSG00000222019	ZC4H2	109	247	206	306	257	219
ENSG00000290738	ZCCHC10	167	348	529	470	557	236
ENSG00000142207	ZCCHC11	244	352	299	233	276	234
ENSG00000256073	ZCCHC12	967	1268	3515	950	825	751
ENSG00000135763	ZCCHC13	0	0	0	0	0	1
ENSG00000106608	ZCCHC14	117	132	96	179	184	183
ENSG00000270617	ZCCHC16	25	9	94	9	21	3
ENSG00000105176	ZCCHC17	1361	2889	5015	3355	4380	2043
ENSG00000167118	ZCCHC18	26	38	39	69	47	33
ENSG00000159650	ZCCHC2	164	173	237	201	207	149
ENSG00000126088	ZCCHC24	310	189	162	112	127	196
ENSG00000188690	ZCCHC3	246	328	387	420	418	335
ENSG00000103005	ZCCHC4	25	50	45	59	29	12
ENSG00000053501	ZCCHC5	0	0	0	0	0	0
ENSG00000158773	ZCCHC6	111	119	264	206	217	93
ENSG00000105698	ZCCHC7	111	176	157	259	256	152
ENSG00000006611	ZCCHC8	67	93	95	40	164	33
ENSG00000182040	ZCCHC9	125	252	382	445	398	188
ENSG00000042781	ZCRB1	609	927	1458	980	1220	466
ENSG00000130307	ZCWPW1	35	90	85	72	147	42
None	ZCWPW2	16	43	9	8	26	2
ENSG00000138768	ZDBF2	388	857	696	688	627	407
ENSG00000162607	ZDHHC1	7	55	39	32	34	62
ENSG00000103194	ZDHHC11	17	2	7	52	13	90
ENSG00000102226	ZDHHC12	29	67	99	63	84	5
ENSG00000152484	ZDHHC13	298	445	711	476	701	219
ENSG00000232162	ZDHHC14	81	153	122	152	128	116
None	ZDHHC15	96	271	328	191	251	74
ENSG00000058056	ZDHHC16	123	214	424	288	354	177
ENSG00000101557	ZDHHC17	1301	2251	2875	2195	2890	1388
ENSG00000135655	ZDHHC18	28	52	37	104	69	83
ENSG00000156256	ZDHHC19	3	1	16	0	8	0
ENSG00000225327	ZDHHC2	282	626	280	213	253	355
ENSG00000230549	ZDHHC20	617	908	1406	760	1164	536
ENSG00000231396	ZDHHC21	683	1300	2072	1438	1896	778
ENSG00000233136	ZDHHC22	116	253	155	137	129	117
ENSG00000227551	ZDHHC23	55	149	117	75	51	33
ENSG00000232399	ZDHHC24	52	173	342	222	387	63
ENSG00000223569	ZDHHC3	116	342	594	274	352	160
ENSG00000249104	ZDHHC4	238	426	840	500	537	215
ENSG00000250844	ZDHHC5	165	319	375	391	360	262
ENSG00000248920	ZDHHC6	243	251	513	584	609	234
ENSG00000223443	ZDHHC7	238	262	323	567	579	225
ENSG00000250745	ZDHHC8	123	149	159	162	130	206
ENSG00000249811	ZDHHC8P1	111	123	209	228	306	269
ENSG00000248933	ZDHHC9	270	223	266	330	340	246
ENSG00000228856	ZEB1	913	1453	1416	1350	1802	1165
ENSG00000229579	ZEB1-AS1	68	111	213	157	126	32
ENSG00000230430	ZEB2	292	272	311	92	155	210
ENSG00000231051	ZEB2-AS1	17	10	40	9	10	1
ENSG00000231637	ZER1	605	1073	1089	832	937	830
ENSG00000232264	ZFAND1	519	856	1255	1068	1264	350
ENSG00000235780	ZFAND2A	781	1277	1561	1183	1551	253
ENSG00000230430	ZFAND2B	146	387	557	503	604	229
ENSG00000229579	ZFAND3	165	146	335	370	291	271
ENSG00000235780	ZFAND4	83	123	129	82	120	60
ENSG00000231051	ZFAND5	6996	10622	10515	11719	15090	8216
ENSG00000231637	ZFAND6	421	962	1018	860	1351	338
ENSG00000225327	ZFAS1	333	300	597	486	715	273
ENSG00000230549	ZFAT	16	17	22	40	29	15
ENSG00000228856	ZFAT-AS1	0	0	0	0	0	0
ENSG00000236125	ZFC3H1	274	452	520	636	656	182
ENSG00000227140	ZFHX2	121	182	193	417	199	300
ENSG00000205946	ZFHX3	1179	1554	2071	1335	1277	1344
ENSG00000226430	ZFHX4	1573	3345	3332	4190	4321	2097
ENSG00000237038	ZFHX4-AS1	68	133	230	160	283	124
ENSG00000236125	ZFP1	140	327	389	372	359	119
ENSG00000237038	ZFP14	165	138	369	210	255	97
ENSG00000251694	ZFP2	115	127	118	124	128	28
ENSG00000184979	ZFP28	360	457	681	600	618	277
ENSG00000172046	ZFP3	59	193	83	121	151	40
ENSG00000036672	ZFP30	26	54	70	58	49	41
ENSG00000245248	ZFP36	327	26	19	112	71	60
ENSG00000136878	ZFP36L1	377	99	119	91	107	97
ENSG00000143258	ZFP36L2	340	118	74	196	78	225
ENSG00000124422	ZFP37	71	30	15	37	7	13
ENSG00000162402	ZFP41	59	100	176	144	120	187
ENSG00000155313	ZFP42	1	1	0	0	0	1
ENSG00000134588	ZFP57	0	3	8	2	5	0
ENSG00000273820	ZFP62	86	77	140	82	119	38
None	ZFP64	93	172	138	177	212	91
ENSG00000048028	ZFP69	30	51	64	56	39	12
ENSG00000131864	ZFP69B	38	43	73	59	63	3
ENSG00000140455	ZFP82	18	180	135	162	157	15
ENSG00000259248	ZFP90	372	685	1207	968	1100	631
ENSG00000135093	ZFP91	471	626	619	755	761	370
ENSG00000256262	ZFP91-CNTF	0	0	0	0	0	0
ENSG00000103404	ZFP92	3	2	0	0	0	0
ENSG00000170832	ZFPL1	113	208	311	293	296	88
ENSG00000188933	ZFPM1	29	68	53	75	57	73
ENSG00000233327	ZFPM2	24	18	57	94	44	7
ENSG00000077254	ZFPM2-AS1	0	0	0	3	0	0
ENSG00000115464	ZFR	948	1307	1616	1468	2112	872
ENSG00000118369	ZFR2	168	226	448	282	351	148
ENSG00000055483	ZFX	114	81	146	155	128	168
ENSG00000135913	ZFX-AS1	1	0	0	0	0	2
ENSG00000170185	ZFY	0	90	0	0	167	0
ENSG00000168883	ZFYVE1	136	249	164	280	311	130
ENSG00000114316	ZFYVE16	530	974	991	882	932	658
ENSG00000085982	ZFYVE19	156	186	164	245	315	64
ENSG00000106346	ZFYVE21	499	564	586	493	458	161
ENSG00000154914	ZFYVE26	76	76	32	48	69	38
ENSG00000136014	ZFYVE27	319	438	437	508	517	473
ENSG00000123552	ZFYVE28	105	209	127	188	142	142
ENSG00000109189	ZFYVE9	51	173	164	154	179	110
None	ZG16	2	0	0	0	0	2
ENSG00000170242	ZG16B	7	36	0	36	140	13
ENSG00000090686	ZGLP1	26	4	8	3	13	0
ENSG00000164663	ZGPAT	53	144	47	172	163	26
ENSG00000111667	ZGRF1	12	38	10	83	82	11
ENSG00000170236	ZHX1	673	980	947	1256	1348	893
ENSG00000247746	ZHX1-C8orf76	1	13	3	10	16	12
ENSG00000145390	ZHX2	82	25	140	52	37	49
ENSG00000166348	ZHX3	351	323	360	401	431	268
ENSG00000129204	ZIC1	43	8	1	0	4	8
ENSG00000148429	ZIC2	2	0	1	0	1	3
ENSG00000187555	ZIC3	2	0	2	0	1	0
ENSG00000138592	ZIC4	15	2	28	2	0	27
ENSG00000124486	ZIC5	3	0	1	2	1	0
ENSG00000114374	ZIK1	48	26	27	23	7	17
ENSG00000132952	ZIM2	2	2	13	14	4	2
ENSG00000111962	ZIM2-AS1	17	78	133	14	25	7
None	ZIM3	0	1	0	0	0	0
ENSG00000171794	ZKSCAN1	605	1236	1470	1258	1376	836
None	ZKSCAN2	94	172	127	217	189	97
ENSG00000156697	ZKSCAN3	29	68	47	105	55	24
ENSG00000253797	ZKSCAN4	15	24	39	47	76	11
ENSG00000164338	ZKSCAN5	78	131	319	187	202	130
ENSG00000011260	ZKSCAN7	25	77	42	47	57	8
ENSG00000120800	ZKSCAN8	127	245	349	233	299	151
ENSG00000147679	ZMAT1	110	226	386	89	172	113
ENSG00000132467	ZMAT2	477	1071	1691	1388	1721	437
ENSG00000108651	ZMAT3	1880	3524	3821	3156	4360	1828
ENSG00000152818	ZMAT4	3	19	16	32	8	14
ENSG00000049247	ZMAT5	225	452	662	616	767	211
ENSG00000188958	ZMIZ1	523	720	1377	851	973	748
ENSG00000181408	ZMIZ1-AS1	6	22	12	13	29	5
ENSG00000183878	ZMIZ2	167	197	150	205	199	300
ENSG00000198382	ZMPSTE24	393	829	1067	1155	1625	426
ENSG00000163945	ZMYM1	20	49	65	62	30	23
ENSG00000115652	ZMYM2	859	1349	1581	1867	1965	798
ENSG00000126756	ZMYM3	449	523	640	544	384	335
ENSG00000267064	ZMYM4	528	1218	1020	1002	1232	519
ENSG00000103043	ZMYM5	97	165	71	140	292	171
ENSG00000214353	ZMYM6	224	304	413	319	392	142
ENSG00000139190	ZMYM6NB	126	78	20	52	96	12
ENSG00000220205	ZMYND10	14	6	4	6	0	9
ENSG00000049245	ZMYND11	754	1162	1160	1092	1463	740
ENSG00000117533	ZMYND12	20	136	110	89	131	5
ENSG00000168899	ZMYND15	2	1	10	1	0	0
ENSG00000124333	ZMYND19	100	277	255	252	441	328
ENSG00000292366	ZMYND8	1054	2095	1949	1570	1993	915
ENSG00000118640	ZNF10	131	234	118	126	116	128
ENSG00000173218	ZNF100	32	113	106	69	36	58
ENSG00000162738	ZNF101	48	20	94	103	65	27
ENSG00000101558	ZNF106	949	2264	2561	2385	2591	1136
ENSG00000124164	ZNF107	32	59	37	125	76	33
None	ZNF112	63	84	134	69	109	24
ENSG00000137411	ZNF114	3	16	0	1	0	0
ENSG00000071246	ZNF117	72	171	81	77	222	13
ENSG00000143494	ZNF12	312	646	464	653	663	233
ENSG00000168140	ZNF121	0	68	7	7	5	17
ENSG00000125753	ZNF124	33	65	76	59	68	22
